booking_id,customer_id,event_name,event_category,venue,booking_date,event_date,ticket_price,tickets_booked,booking_status,payment_method
10533,250,short,Concert,Jennifer Lodge,2025-01-27,2025-02-05,79.95,9,Refunded,Credit Card
10534,138,shake,Movie,Moss Parkways,2024-12-13,2026-05-16,118.82,10,Cancelled,Credit Card
10535,300,president,Concert,Wolfe Circle,2025-09-22,2026-05-14,471.36,7,Refunded,Debit Card
10536,706,image,Conference,Ashley Gardens,2025-03-16,2025-12-22,275.72,7,Pending,Net Banking
10537,673,describe,Sports,Oscar Spring,2025-03-02,2025-08-07,428.84,6,Cancelled,Net Banking
10538,10,religious,Conference,Owens Trail,2025-04-03,2025-07-19,232.97,6,Pending,UPI
10539,772,land,Stand-up Comedy,Green Branch,2024-12-27,2026-05-27,55.11,7,Cancelled,Wallet
10540,536,follow,Concert,Michael Corners,2025-07-09,2026-06-21,160.98,1,Refunded,Credit Card
10541,327,north,Concert,Morgan Passage,2025-11-22,2026-02-10,193.79,3,Confirmed,UPI
10542,959,clearly,Movie,Michael Spur,2025-02-14,2025-02-17,20.48,8,Cancelled,Debit Card
10543,324,yeah,Stand-up Comedy,Fitzgerald Shoals,2025-08-08,2025-10-14,336.51,5,Confirmed,UPI
10544,294,himself,Conference,Martinez Park,2025-07-01,2025-10-10,219.01,8,Cancelled,Net Banking
10545,123,movie,Movie,Shane Cliff,2026-02-11,2026-04-29,485.13,3,Pending,Debit Card
10546,373,today,Stand-up Comedy,Brian Fork,2025-08-22,2026-04-17,230.17,3,Confirmed,Debit Card
10547,729,real,Movie,Lowe Ports,2025-04-03,2025-05-05,62.54,9,Pending,UPI
10548,426,southern,Sports,Tracy Inlet,2025-05-13,2026-02-14,367.11,7,Refunded,Credit Card
10549,408,whatever,Conference,Martin Oval,2024-08-06,2024-11-27,149.42,4,Refunded,Net Banking
10550,358,minute,Conference,Curtis Hollow,2025-01-15,2026-05-15,328.91,8,Confirmed,Wallet
10551,991,enough,Sports,Suzanne Camp,2025-01-08,2025-11-03,305.23,4,Refunded,UPI
10552,326,religious,Stand-up Comedy,Mitchell Junctions,2025-08-03,2025-08-09,210.8,4,Pending,Debit Card
10553,426,table,Conference,Randall Canyon,2025-03-09,2026-03-11,397.12,7,Cancelled,Net Banking
10554,585,issue,Sports,Hayden Courts,2025-01-12,2025-06-20,420.96,7,Pending,Debit Card
10555,883,know,Concert,Lisa Mills,2026-04-17,2026-05-14,369.25,8,Confirmed,Net Banking
10556,77,drug,Movie,Orozco Centers,2024-12-16,2025-02-01,207.22,6,Pending,Credit Card
10557,499,effect,Concert,Matthew Estate,2025-06-27,2026-03-09,330.31,1,Cancelled,Debit Card
10558,364,next,Sports,James Mall,2026-04-09,2026-04-20,492.7,8,Confirmed,Net Banking
10559,961,a,Conference,Harris Causeway,2025-10-18,2026-06-06,63.83,10,Cancelled,Credit Card
10560,425,clearly,Sports,Elizabeth Points,2025-09-16,2025-10-28,452.62,1,Confirmed,UPI
10561,936,music,Concert,Grant Lake,2026-02-03,2026-03-24,309.82,1,Refunded,Net Banking
10562,600,nothing,Conference,Benjamin Orchard,2025-12-18,2026-02-08,338.58,10,Cancelled,Net Banking
10563,228,fast,Stand-up Comedy,Jennifer Hill,2024-10-07,2025-11-01,409.75,6,Refunded,UPI
10564,594,get,Conference,Graves Loaf,2025-07-21,2026-04-28,270.54,10,Pending,Wallet
10565,21,board,Movie,Ayers Glens,2024-09-13,2025-07-03,270.9,6,Refunded,UPI
10566,961,garden,Stand-up Comedy,Ashley Turnpike,2024-08-08,2025-07-19,323.38,2,Pending,Debit Card
10567,242,anyone,Conference,Gutierrez Forks,2024-08-05,2024-10-18,364.48,4,Pending,Credit Card
10568,214,form,Conference,Roberto Lodge,2025-04-08,2025-12-14,91.36,4,Cancelled,Wallet
10569,434,live,Conference,Michael Locks,2026-04-27,2026-06-08,322.94,3,Pending,Debit Card
10570,736,chair,Movie,Jennifer Parkway,2024-08-18,2024-11-17,87.76,4,Cancelled,Wallet
10571,88,issue,Sports,Baker Causeway,2024-07-06,2025-06-12,139.34,5,Confirmed,UPI
10572,238,black,Conference,Serrano Streets,2024-08-02,2024-11-05,311.81,1,Refunded,Debit Card
10573,528,foot,Movie,Cynthia Forks,2024-12-14,2025-08-21,397.71,4,Refunded,UPI
10574,865,eat,Sports,Dunn Burgs,2025-03-06,2025-09-21,155.19,8,Cancelled,Debit Card
10575,604,road,Concert,Whitaker Dam,2025-12-20,2026-02-05,51.81,3,Pending,Credit Card
10576,794,sit,Sports,Sandra Causeway,2025-12-24,2026-03-27,443.57,6,Refunded,Net Banking
10577,24,sense,Stand-up Comedy,Joel Summit,2024-07-22,2026-02-18,422.61,3,Pending,Wallet
10578,99,example,Concert,Patrick Park,2024-10-22,2026-01-22,45.02,2,Refunded,Net Banking
10579,510,administration,Movie,Lauren Vista,2026-02-17,2026-05-29,198.26,5,Confirmed,Credit Card
10580,270,natural,Concert,Crystal Falls,2024-07-08,2025-10-06,159.3,4,Cancelled,Wallet
10581,914,fear,Movie,Melissa Ridge,2024-09-11,2025-08-06,126.3,7,Confirmed,UPI
10582,94,modern,Stand-up Comedy,Clark Track,2026-02-05,2026-05-25,479.29,5,Refunded,Debit Card
10583,375,finish,Concert,Brown Manor,2025-05-03,2026-03-30,42.19,5,Cancelled,Credit Card
10584,265,case,Movie,Stephenson Course,2025-10-01,2026-06-11,121.98,4,Cancelled,Net Banking
10585,240,key,Concert,Smith Parks,2024-11-17,2025-06-14,313.64,4,Refunded,Credit Card
10586,547,customer,Concert,Jessica Green,2024-10-11,2025-09-20,308.79,3,Pending,UPI
10587,628,same,Movie,Stacy Place,2025-03-20,2025-07-24,473.85,1,Pending,Net Banking
10588,290,foreign,Sports,Jones Rapid,2024-12-10,2025-05-04,290.86,10,Refunded,Debit Card
10589,448,huge,Movie,Lauren Rapids,2024-12-21,2025-01-01,409.92,10,Confirmed,Wallet
10590,808,some,Conference,Rogers Keys,2025-01-21,2026-01-17,225.29,3,Cancelled,Credit Card
10591,193,throw,Stand-up Comedy,Eric Center,2025-08-22,2025-09-27,420.17,8,Refunded,Net Banking
10592,414,contain,Movie,Morgan Trail,2025-07-29,2026-06-04,133.3,1,Confirmed,Wallet
10593,503,pressure,Concert,Jackson Expressway,2025-06-27,2025-07-08,25.27,2,Confirmed,Net Banking
10594,41,remember,Concert,Anderson Islands,2025-12-23,2026-02-05,28.54,2,Pending,Wallet
10595,44,manage,Stand-up Comedy,Haynes Light,2025-07-02,2026-04-17,218.9,5,Pending,UPI
10596,876,paper,Movie,Scott Islands,2025-09-07,2026-06-08,357.58,5,Confirmed,Credit Card
10597,566,example,Stand-up Comedy,Ellis Orchard,2025-05-12,2025-07-08,288.83,1,Confirmed,Credit Card
10598,427,month,Movie,Jacob Gateway,2024-07-07,2024-12-16,96.26,10,Confirmed,Credit Card
10599,709,up,Sports,Katie Corner,2025-02-06,2026-02-07,473.1,7,Confirmed,UPI
10600,99,learn,Concert,Pamela Lights,2025-08-18,2026-05-21,297.02,9,Pending,Wallet
10601,357,enter,Sports,Rebecca Estates,2024-07-12,2025-09-30,96.09,10,Cancelled,Wallet
10602,79,center,Concert,Brennan Coves,2024-11-29,2025-03-31,55.2,5,Refunded,Net Banking
10603,754,maintain,Conference,Kristin Trafficway,2024-10-03,2025-07-27,87.33,8,Cancelled,Debit Card
10604,728,answer,Sports,Derrick Club,2024-10-24,2025-12-25,183.4,1,Cancelled,Wallet
10605,559,admit,Concert,Chavez Spring,2025-05-25,2026-01-02,187.64,4,Cancelled,UPI
10606,372,interview,Sports,Martin Forges,2025-03-11,2025-06-13,96.37,2,Cancelled,Debit Card
10607,350,health,Concert,Murphy Forges,2026-03-02,2026-04-24,209.87,9,Cancelled,Credit Card
10608,689,whether,Movie,Goodwin Mountain,2025-06-13,2025-08-28,312.62,9,Confirmed,UPI
10609,706,that,Sports,Christopher Route,2026-02-08,2026-06-22,124.33,3,Confirmed,UPI
10610,448,talk,Sports,Elaine Mountain,2025-01-15,2025-04-02,86.17,8,Cancelled,Net Banking
10611,891,term,Concert,Cody Mountains,2024-08-13,2025-06-05,257.75,3,Pending,Debit Card
10612,712,production,Sports,Kevin Mountain,2024-10-30,2024-12-12,15.3,7,Cancelled,UPI
10613,44,half,Sports,Kristen Course,2024-09-04,2025-04-28,56.55,6,Pending,Debit Card
10614,927,between,Movie,Brown Lock,2024-08-23,2025-02-24,155.79,3,Confirmed,Wallet
10615,542,hotel,Conference,Perry Crossing,2025-11-16,2026-05-12,256.94,4,Cancelled,Wallet
10616,409,hour,Sports,Toni Underpass,2025-12-10,2026-06-27,128.04,2,Pending,UPI
10617,506,stop,Sports,Heather Rest,2024-11-11,2026-04-15,327.59,1,Cancelled,Debit Card
10618,144,worry,Stand-up Comedy,Adrian Fall,2024-08-02,2026-01-02,96.95,1,Confirmed,Net Banking
10619,751,impact,Sports,Zachary Mission,2025-01-05,2026-02-14,288.74,9,Confirmed,Wallet
10620,670,cover,Movie,Smith Garden,2025-03-28,2025-12-28,407.13,10,Cancelled,UPI
10621,411,can,Movie,Zachary Terrace,2025-08-06,2025-08-09,136.18,4,Confirmed,Wallet
10622,970,address,Movie,Martinez Trail,2024-08-15,2026-03-06,407.03,6,Cancelled,Credit Card
10623,742,letter,Concert,Kaylee View,2025-05-27,2025-11-04,421.68,7,Confirmed,Wallet
10624,349,campaign,Concert,Michele Corner,2024-10-10,2026-02-25,95.02,5,Refunded,Credit Card
10625,213,expert,Movie,Laura Roads,2024-12-29,2026-01-14,460.98,8,Refunded,Net Banking
10626,814,range,Sports,Green Land,2024-07-19,2025-08-10,105.02,1,Refunded,Wallet
10627,484,six,Stand-up Comedy,Mark Stravenue,2025-01-08,2025-08-14,320.79,5,Pending,Net Banking
10628,694,outside,Movie,Hines Court,2025-07-12,2026-01-19,461.51,10,Pending,Wallet
10629,479,tree,Conference,Graham Isle,2025-01-19,2026-06-16,154.35,10,Refunded,UPI
10630,374,month,Sports,Kayla Way,2024-07-17,2026-05-22,136.26,9,Cancelled,Credit Card
10631,466,feeling,Conference,Sarah Harbors,2024-07-28,2024-12-03,25.81,7,Confirmed,Net Banking
10632,971,identify,Movie,Vincent Shore,2024-08-17,2025-09-02,156.43,10,Pending,Credit Card
10633,569,soon,Sports,Rivera Squares,2025-09-08,2026-02-13,19.29,5,Confirmed,Credit Card
10634,438,within,Conference,Abbott Tunnel,2025-08-27,2026-04-14,29.3,3,Pending,Debit Card
10635,858,few,Movie,William Port,2024-08-29,2025-09-09,196.57,9,Confirmed,Net Banking
10636,265,suffer,Stand-up Comedy,Wagner Road,2025-02-10,2025-04-21,465.94,5,Refunded,Debit Card
10637,722,beat,Conference,Patel Summit,2024-07-19,2026-03-02,236.0,1,Pending,Credit Card
10638,916,people,Stand-up Comedy,Hampton Radial,2024-09-07,2025-02-21,49.31,6,Refunded,Debit Card
10639,814,main,Sports,Jennifer Ports,2024-07-30,2026-06-27,139.83,10,Pending,Net Banking
10640,847,election,Sports,Dustin Land,2025-03-06,2025-06-28,162.27,4,Pending,Wallet
10641,553,also,Concert,King Cliff,2025-07-20,2026-02-11,263.06,1,Refunded,UPI
10642,202,company,Movie,Green Club,2024-10-19,2026-06-13,173.13,5,Pending,Net Banking
10643,426,blue,Movie,Justin Isle,2024-12-08,2026-03-19,417.33,1,Confirmed,Net Banking
10644,302,style,Sports,Marcia Forges,2024-10-25,2025-04-19,381.87,6,Cancelled,UPI
10645,835,similar,Movie,Stephanie Mountains,2025-02-21,2025-10-17,165.74,10,Pending,Debit Card
10646,616,professional,Sports,Patricia Garden,2025-01-04,2026-03-16,20.03,4,Cancelled,Debit Card
10647,752,child,Stand-up Comedy,Baxter Rest,2024-12-27,2025-09-03,458.13,8,Refunded,Debit Card
10648,585,them,Stand-up Comedy,Phyllis Camp,2025-08-18,2026-05-28,306.28,2,Pending,Debit Card
10649,883,strong,Stand-up Comedy,Patrick Burg,2024-08-01,2025-09-09,90.16,6,Refunded,Credit Card
10650,486,north,Sports,Morgan Lodge,2024-12-12,2026-01-03,409.78,3,Refunded,Credit Card
10651,674,authority,Concert,Wilson Corners,2025-03-19,2025-10-06,248.61,2,Confirmed,Debit Card
10652,273,game,Stand-up Comedy,Rodriguez Fort,2025-07-25,2026-03-04,404.8,1,Refunded,Wallet
10653,238,myself,Stand-up Comedy,Micheal Shoal,2024-12-23,2025-08-26,370.8,5,Confirmed,Wallet
10654,590,training,Sports,Stout Cape,2024-08-13,2026-04-30,173.75,9,Pending,UPI
10655,58,operation,Sports,Patrick View,2024-08-10,2026-02-23,101.89,2,Refunded,UPI
10656,186,tend,Movie,Harris Streets,2025-10-03,2025-12-26,239.79,1,Pending,Credit Card
10657,356,mention,Concert,Christopher Vista,2024-08-26,2026-04-02,299.16,1,Pending,Credit Card
10658,3,run,Conference,Debra Island,2024-12-16,2025-07-17,178.62,5,Confirmed,UPI
10659,954,morning,Concert,Michael Forge,2025-10-10,2026-05-21,87.55,5,Pending,Debit Card
10660,184,probably,Movie,Thomas Flat,2026-04-09,2026-04-17,330.13,6,Pending,Debit Card
10661,102,town,Stand-up Comedy,Lindsey Landing,2024-07-23,2025-10-11,125.15,10,Cancelled,Net Banking
10662,511,open,Conference,Jamie Pike,2024-07-14,2026-01-05,432.23,10,Cancelled,Credit Card
10663,712,process,Stand-up Comedy,Renee Turnpike,2024-10-25,2026-02-19,449.35,6,Refunded,Wallet
10664,636,yet,Concert,Herrera Vista,2024-07-15,2025-09-22,165.01,9,Confirmed,Debit Card
10665,342,from,Concert,Collins Vista,2025-11-08,2025-11-28,34.84,2,Pending,Wallet
10666,168,discover,Movie,Phillips Knoll,2024-08-07,2025-11-07,93.21,3,Confirmed,Credit Card
10667,116,little,Conference,Alexander Forges,2025-03-16,2026-02-12,406.24,1,Cancelled,Credit Card
10668,188,today,Sports,Steven Camp,2025-06-22,2026-03-13,19.15,4,Cancelled,Net Banking
10669,924,discuss,Sports,Amy Dam,2024-10-29,2026-06-17,15.49,5,Cancelled,Debit Card
10670,105,ground,Stand-up Comedy,Norma Canyon,2024-07-12,2026-06-13,105.38,6,Cancelled,UPI
10671,666,alone,Concert,Jesse Lodge,2025-03-05,2025-12-31,343.35,1,Cancelled,Credit Card
10672,873,kitchen,Stand-up Comedy,Stephanie Falls,2025-05-31,2025-08-07,476.41,6,Cancelled,Wallet
10673,305,truth,Conference,Ward Union,2025-06-19,2026-03-09,347.08,8,Pending,UPI
10674,993,data,Conference,Christina Inlet,2024-08-19,2025-09-14,47.15,3,Cancelled,Debit Card
10675,684,beat,Sports,Robyn Path,2024-11-25,2024-12-20,431.22,7,Refunded,Credit Card
10676,303,marriage,Sports,Alicia Vista,2025-06-05,2025-06-23,176.61,4,Refunded,Wallet
10677,557,black,Sports,Barnes Ranch,2024-12-13,2026-06-18,223.7,6,Confirmed,Debit Card
10678,626,guy,Sports,Taylor Ports,2025-12-29,2026-01-30,205.01,7,Cancelled,Wallet
10679,613,on,Conference,Gordon Islands,2025-08-15,2026-04-26,235.82,2,Pending,UPI
10680,939,fact,Stand-up Comedy,Smith Ford,2025-10-02,2026-02-23,489.91,1,Confirmed,Net Banking
10681,22,event,Stand-up Comedy,Dennis Crossing,2025-11-10,2026-05-31,480.32,7,Cancelled,Debit Card
10682,694,series,Concert,Ian Parkway,2026-05-11,2026-06-20,430.05,5,Confirmed,Wallet
10683,469,join,Sports,Pamela Grove,2024-12-26,2025-08-18,406.64,2,Pending,UPI
10684,288,live,Stand-up Comedy,Todd Crescent,2025-05-15,2025-05-23,453.73,3,Pending,Debit Card
10685,883,call,Sports,Christina Gateway,2025-03-24,2026-01-01,197.55,3,Pending,Debit Card
10686,84,interview,Concert,Orr Way,2025-01-22,2025-10-12,278.31,1,Cancelled,Credit Card
10687,495,nearly,Sports,Johnson Rest,2026-02-04,2026-05-18,403.15,6,Cancelled,Debit Card
10688,926,visit,Conference,Wilson Hills,2025-02-21,2025-04-08,451.85,2,Pending,Wallet
10689,116,impact,Stand-up Comedy,Matthew Drive,2025-11-25,2025-12-04,490.6,5,Confirmed,Wallet
10690,102,change,Movie,Paul Land,2024-11-28,2025-02-20,250.48,1,Pending,Credit Card
10691,90,student,Concert,Wallace Orchard,2025-10-10,2026-05-05,244.96,5,Cancelled,Wallet
10692,563,successful,Concert,Gonzalez Groves,2025-07-20,2026-03-04,415.69,5,Cancelled,Net Banking
10693,534,conference,Stand-up Comedy,Melissa Harbor,2024-09-11,2024-09-21,447.12,4,Confirmed,Wallet
10694,112,she,Conference,Stone Burgs,2025-03-14,2025-12-20,298.63,5,Confirmed,Debit Card
10695,151,traditional,Movie,Christopher Street,2025-01-02,2025-01-03,222.35,1,Pending,UPI
10696,553,natural,Conference,Jason Islands,2025-08-30,2025-10-31,75.4,1,Refunded,Debit Card
10697,708,personal,Stand-up Comedy,Mooney Inlet,2025-12-18,2026-06-11,147.68,3,Refunded,UPI
10698,850,avoid,Movie,Robert Vista,2024-11-20,2025-01-09,257.64,4,Confirmed,Debit Card
10699,518,animal,Stand-up Comedy,Samantha Estate,2025-02-07,2026-01-24,57.83,2,Confirmed,Debit Card
10700,238,last,Stand-up Comedy,Johnston Park,2024-12-21,2026-06-19,425.37,7,Confirmed,Net Banking
10701,28,near,Conference,Marshall Shoals,2025-12-16,2026-04-19,329.09,5,Refunded,Credit Card
10702,481,middle,Conference,Nicole Views,2025-07-04,2026-03-29,292.3,2,Refunded,UPI
10703,421,despite,Conference,Hawkins Way,2026-06-13,2026-06-19,329.12,4,Refunded,Debit Card
10704,639,wind,Sports,Lara Forge,2024-07-24,2026-03-27,368.17,3,Pending,Credit Card
10705,246,subject,Sports,Alan Forges,2024-08-14,2025-12-23,303.23,1,Pending,UPI
10706,920,start,Movie,Roger Extension,2025-10-02,2025-11-22,387.11,1,Confirmed,Credit Card
10707,188,bag,Sports,Jones Underpass,2025-12-21,2026-05-16,273.56,1,Pending,Wallet
10708,812,area,Concert,Blake Harbor,2025-01-30,2025-08-19,244.16,2,Confirmed,UPI
10709,43,nice,Movie,Smith Summit,2025-11-22,2026-03-14,326.02,6,Pending,Net Banking
10710,665,huge,Concert,Green Mount,2024-07-28,2025-05-21,254.91,7,Confirmed,UPI
10711,190,family,Stand-up Comedy,Carolyn Roads,2026-04-02,2026-05-17,155.6,4,Cancelled,UPI
10712,321,energy,Stand-up Comedy,Brianna Springs,2024-08-20,2026-04-18,317.93,10,Confirmed,UPI
10713,7,man,Stand-up Comedy,Hill Brook,2025-01-09,2026-01-31,37.36,3,Confirmed,Net Banking
10714,788,method,Stand-up Comedy,Smith Road,2024-11-30,2026-04-11,385.56,6,Cancelled,Credit Card
10715,578,room,Stand-up Comedy,James Mission,2025-07-18,2026-04-30,318.94,1,Refunded,Net Banking
10716,254,people,Sports,Danielle Key,2024-07-21,2025-03-01,422.12,5,Cancelled,Credit Card
10717,475,course,Stand-up Comedy,Anthony Pine,2024-09-20,2026-02-23,123.27,4,Pending,Wallet
10718,806,and,Conference,Mitchell Viaduct,2024-07-06,2026-06-11,26.64,9,Confirmed,Wallet
10719,763,individual,Movie,Brittney Rapid,2024-09-27,2025-10-10,72.3,4,Refunded,UPI
10720,39,safe,Movie,Cynthia Manors,2024-08-03,2026-03-15,61.48,4,Cancelled,Debit Card
10721,337,ten,Concert,Elaine Ridges,2024-07-15,2025-07-26,177.11,7,Cancelled,Debit Card
10722,835,girl,Sports,Jodi Station,2024-08-14,2025-10-27,496.65,2,Refunded,Debit Card
10723,476,rich,Stand-up Comedy,Laura Coves,2025-09-14,2026-06-08,495.11,3,Refunded,Credit Card
10724,402,student,Stand-up Comedy,Gomez Extension,2024-10-21,2026-04-20,181.76,6,Cancelled,Credit Card
10725,796,other,Movie,Laura Flats,2025-08-28,2025-10-20,192.24,7,Cancelled,Wallet
10726,109,of,Conference,Woods Land,2025-05-04,2026-06-10,64.82,1,Pending,Debit Card
10727,574,factor,Concert,Michael Trail,2025-11-26,2026-04-30,122.79,4,Pending,Debit Card
10728,175,never,Concert,Perry Island,2024-07-24,2025-06-24,266.07,10,Cancelled,Credit Card
10729,99,wide,Conference,Eric Greens,2025-07-27,2025-10-12,154.31,10,Cancelled,Debit Card
10730,896,above,Conference,Linda View,2025-04-01,2026-01-25,352.6,7,Confirmed,UPI
10731,962,listen,Concert,Natasha Key,2024-08-23,2024-09-08,158.73,10,Refunded,Debit Card
10732,926,during,Stand-up Comedy,Walton Grove,2024-12-29,2025-12-24,343.03,9,Refunded,Wallet
10733,665,interest,Concert,Tyler Locks,2025-01-20,2025-02-04,261.27,5,Confirmed,Debit Card
10734,386,produce,Stand-up Comedy,Michael Prairie,2025-01-31,2025-02-28,295.56,8,Confirmed,Debit Card
10735,715,figure,Movie,Paula Walk,2024-12-13,2025-01-18,279.56,10,Confirmed,Credit Card
10736,720,young,Stand-up Comedy,Wagner Skyway,2026-01-02,2026-06-11,435.03,3,Pending,UPI
10737,451,history,Sports,Nicholas Via,2025-01-11,2025-12-05,129.89,8,Cancelled,Credit Card
10738,410,base,Sports,Kristine Canyon,2024-10-06,2025-07-24,313.91,9,Pending,Debit Card
10739,323,police,Concert,Mary Mission,2025-05-27,2026-03-31,321.25,10,Pending,Wallet
10740,132,late,Concert,Crystal Meadows,2026-01-01,2026-02-08,354.37,8,Confirmed,Debit Card
10741,849,window,Sports,Michelle Grove,2024-08-12,2025-04-21,136.56,6,Refunded,Wallet
10742,953,bag,Sports,Melton Spurs,2024-10-25,2026-06-09,217.12,10,Confirmed,Credit Card
10743,996,individual,Conference,Kim Knolls,2025-12-25,2026-01-26,405.08,1,Pending,Credit Card
10744,198,yeah,Conference,Smith Bridge,2024-10-24,2025-12-11,63.74,5,Refunded,Net Banking
10745,36,certainly,Stand-up Comedy,Sarah Flat,2024-10-17,2026-02-13,310.14,1,Cancelled,Debit Card
10746,471,animal,Conference,Archer Lock,2026-01-14,2026-04-25,476.66,3,Cancelled,Credit Card
10747,245,capital,Stand-up Comedy,Dawn Port,2025-03-19,2025-06-04,167.06,1,Pending,Debit Card
10748,41,future,Concert,Griffith Locks,2025-03-31,2025-11-05,219.38,9,Cancelled,Credit Card
10749,532,ever,Movie,Tucker Land,2024-08-06,2026-04-18,28.66,9,Pending,Net Banking
10750,751,education,Movie,Diana Parkways,2025-05-15,2025-09-30,186.34,10,Refunded,Net Banking
10751,296,leader,Conference,Nicholas Stravenue,2024-08-28,2025-10-31,274.81,8,Refunded,Net Banking
10752,532,itself,Concert,Megan Square,2025-05-05,2025-07-21,350.06,3,Pending,Net Banking
10753,205,probably,Movie,Cross Falls,2024-12-06,2025-11-09,297.84,10,Confirmed,Wallet
10754,190,world,Movie,Branch Oval,2024-07-06,2024-12-02,371.35,8,Pending,Net Banking
10755,804,sign,Conference,Omar Views,2025-06-24,2025-12-05,270.15,10,Cancelled,Debit Card
10756,135,ready,Movie,Mckay Islands,2024-11-10,2025-07-13,400.48,2,Cancelled,Net Banking
10757,695,that,Conference,Farrell Mill,2025-11-21,2026-01-11,244.62,1,Cancelled,Debit Card
10758,75,number,Stand-up Comedy,Callahan Avenue,2025-01-25,2025-03-31,327.42,1,Confirmed,Wallet
10759,352,outside,Stand-up Comedy,Lucas Freeway,2026-03-10,2026-05-04,402.94,9,Pending,Credit Card
10760,939,either,Sports,Moore Walk,2024-12-07,2025-09-29,170.3,9,Refunded,Wallet
10761,482,degree,Concert,Wilkinson Meadows,2024-12-26,2026-06-06,439.09,3,Pending,Net Banking
10762,287,animal,Stand-up Comedy,Mccormick Extension,2024-11-06,2025-08-04,320.73,8,Refunded,Wallet
10763,770,stop,Movie,Thompson Green,2026-02-27,2026-04-24,471.54,4,Refunded,UPI
10764,625,federal,Conference,Eaton Camp,2024-08-24,2025-11-29,224.15,9,Confirmed,UPI
10765,258,class,Concert,Martinez Curve,2025-06-13,2025-06-13,437.15,1,Cancelled,Net Banking
10766,692,better,Stand-up Comedy,Jennifer View,2025-07-09,2026-04-07,83.92,1,Refunded,Net Banking
10767,556,win,Concert,Jacobs Alley,2024-07-14,2024-09-12,309.2,7,Cancelled,Debit Card
10768,374,them,Stand-up Comedy,Lang Fort,2025-11-28,2026-01-13,358.01,4,Cancelled,Net Banking
10769,445,history,Conference,Alexander Spur,2025-07-17,2025-12-01,32.73,7,Confirmed,Net Banking
10770,362,here,Concert,William Summit,2024-10-25,2024-11-26,185.12,10,Cancelled,UPI
10771,544,born,Conference,William Expressway,2024-10-25,2025-10-09,288.47,9,Pending,Net Banking
10772,246,bad,Movie,Horton Lodge,2025-05-06,2026-06-27,398.51,4,Refunded,Credit Card
10773,231,write,Sports,Matthew Drive,2025-04-24,2026-01-10,194.12,9,Cancelled,Debit Card
10774,171,three,Conference,David Viaduct,2024-08-31,2025-02-28,272.65,2,Refunded,Debit Card
10775,579,truth,Stand-up Comedy,Jones Causeway,2024-08-24,2026-03-31,48.97,4,Refunded,Credit Card
10776,718,live,Sports,James Fork,2024-07-18,2025-12-15,402.8,4,Cancelled,Wallet
10777,139,rise,Concert,Keith Views,2024-08-17,2025-10-07,262.06,5,Confirmed,UPI
10778,325,heart,Movie,Cain Union,2024-09-11,2025-08-21,281.69,3,Cancelled,UPI
10779,837,difference,Movie,Melton Spring,2026-01-11,2026-01-16,419.33,7,Pending,Debit Card
10780,862,morning,Stand-up Comedy,Ortiz Village,2024-07-02,2025-05-20,346.59,8,Confirmed,Credit Card
10781,115,chance,Sports,Curry Valley,2025-11-20,2026-02-11,443.01,7,Cancelled,Net Banking
10782,172,sister,Stand-up Comedy,Anthony Turnpike,2025-03-22,2026-02-18,64.48,6,Confirmed,Net Banking
10783,650,young,Sports,Rodgers Orchard,2024-11-18,2025-04-03,397.22,10,Refunded,Credit Card
10784,245,truth,Stand-up Comedy,Tara Hills,2025-07-22,2026-06-02,297.52,5,Refunded,Wallet
10785,884,security,Movie,Guzman Hill,2025-01-01,2025-07-30,100.62,8,Pending,Debit Card
10786,563,former,Concert,Sarah Rest,2024-11-28,2025-05-25,59.17,2,Confirmed,Debit Card
10787,647,phone,Stand-up Comedy,Stephanie Rapids,2024-11-29,2026-06-02,393.51,1,Confirmed,Debit Card
10788,901,third,Sports,Ralph Cove,2025-08-18,2025-12-15,407.25,3,Pending,UPI
10789,498,me,Sports,James Crescent,2025-11-26,2026-04-24,79.39,8,Cancelled,Debit Card
10790,267,lawyer,Movie,Padilla Parkway,2025-06-05,2026-03-26,450.59,8,Refunded,Net Banking
10791,436,make,Conference,Thomas Pines,2024-07-13,2026-03-07,104.85,6,Cancelled,Net Banking
10792,422,energy,Sports,Carson Meadows,2025-04-12,2025-12-28,289.07,9,Refunded,Net Banking
10793,141,approach,Stand-up Comedy,Williams Parkway,2025-02-17,2025-04-08,374.55,8,Cancelled,Wallet
10794,967,college,Concert,John Crossing,2024-12-09,2026-01-09,160.57,9,Pending,Credit Card
10795,59,ok,Conference,Nunez Island,2026-03-14,2026-06-11,438.16,3,Refunded,Credit Card
10796,616,difference,Movie,Trevor Glens,2024-09-26,2024-10-29,498.26,10,Refunded,Credit Card
10797,141,dream,Sports,Dana Courts,2025-06-21,2025-12-25,256.23,3,Refunded,UPI
10798,719,step,Conference,Berry Hollow,2024-07-01,2025-12-29,299.09,5,Confirmed,UPI
10799,556,interview,Stand-up Comedy,Robert Wells,2025-10-14,2025-11-12,427.9,1,Cancelled,Net Banking
10800,116,adult,Stand-up Comedy,Munoz Spurs,2026-02-13,2026-05-03,324.46,8,Cancelled,UPI
10801,345,coach,Movie,Ana Park,2025-06-13,2025-07-29,156.91,6,Refunded,Wallet
10802,982,reality,Movie,Bass Spur,2026-03-07,2026-06-12,46.47,7,Cancelled,Wallet
